entry	description	source_url
gifs/candidate-0073.gif	a group of young people are dancing very happy	https://38.media.tumblr.com/929b80cfe062c0c415e0bc187cd2354f/tumblr_nprmzqr4Z81tkeou1o1_400.gif
gifs/candidate-0450.gif	a man accidentally kicks his woman partner while doing a dance routine.	https://31.media.tumblr.com/72d3a9479a3feda91f561d21e38876b4/tumblr_nqesucOB2F1usf060o1_400.gif
gifs/candidate-0249.gif	a woman and a man are dancing a choreography	https://38.media.tumblr.com/ca453bee91f6e79b7e7d7ee83b914220/tumblr_nq6w8oocEh1qde3xho1_400.gif
gifs/candidate-0382.gif	a boy is doing a skateboard trick on a rail.	https://31.media.tumblr.com/b659fcccffc5667a9f68a7611acbc64f/tumblr_nqqrrdYfos1ux15ubo1_400.gif
gifs/candidate-0306.gif	a man and woman are laughing together.	https://38.media.tumblr.com/ebc64587f30806e4a890dde396656bb7/tumblr_norcq7bjX01qe849no1_250.gif
gifs/candidate-0058.gif	two men dancing with digitally enhanced heads.	https://38.media.tumblr.com/613a7dbfb038552591287bdb0c65d062/tumblr_nkqrtbjLs41u829k8o1_500.gif
gifs/candidate-0199.gif	this man is dancing back and forth.	https://38.media.tumblr.com/53d81b25b6b2e339084f194aa273babb/tumblr_mtxi16Fm3z1qzcey8o1_400.gif
gifs/candidate-0436.gif	a cross-eyed cat sees a stick and swats it	https://31.media.tumblr.com/4e83d62f9b177ad69b25d8130a900535/tumblr_np2fz6psLt1u835uxo1_250.gif
gifs/candidate-0188.gif	the cat is rolling down the stairs.	https://38.media.tumblr.com/5093fd4dd34978633e4cb1e562aa2e04/tumblr_nq21n4xlTu1qi1atio1_250.gif
gifs/candidate-0189.gif	a white and black cat slides down a set of stairs.	https://38.media.tumblr.com/5093fd4dd34978633e4cb1e562aa2e04/tumblr_nq21n4xlTu1qi1atio1_250.gif
gifs/candidate-0055.gif	a group of musicians are dancing at the podium	https://38.media.tumblr.com/6b5b5b63e988205df73894372122ac98/tumblr_nqd9qrBBHj1tys1xro1_400.gif
gifs/candidate-0265.gif	a man is performing a trick on his skateboard.	https://38.media.tumblr.com/efce8dcaafcdec533809138a5d5450da/tumblr_noxf6dPjz41rs3idco1_400.gif
gifs/candidate-0401.gif	a man is dancing and steps on a treadmill and flies off of it	https://31.media.tumblr.com/30d178a7efe1f79e2a3371b7ea86c1b3/tumblr_nq1o0vt2P71rnfni9o1_400.gif
gifs/candidate-0091.gif	the seven asian boys are dancing with the chairs	https://38.media.tumblr.com/6c7545fff78df1325b03e0e0e98c1b83/tumblr_np1fzo09sy1usjc0no1_500.gif
gifs/candidate-0364.gif	two men are dancing while showing hardly any emotion.	https://38.media.tumblr.com/c34bf943d0f67025f51c1533969f588d/tumblr_no0z4qmmXG1qfzj5uo1_400.gif
gifs/candidate-0080.gif	a close up of a cat that falls asleep and head hits a pillow.	https://38.media.tumblr.com/af30f0356141e88ebea36e42ac4102ba/tumblr_np2051cPqU1uwi755o1_400.gif
gifs/candidate-0354.gif	a footballer turns around and then walks away	https://38.media.tumblr.com/f5c6c7c4d10ed2d183b343e4f363cd7a/tumblr_nofejelhMy1qhkbk8o1_400.gif
gifs/candidate-0417.gif	a cat jumps through a door made of snow	https://31.media.tumblr.com/dedb4a38eb360ccdd3f4ac4e93c861b4/tumblr_np3d5f9uhe1u32q3co1_400.gif
gifs/candidate-0215.gif	a young woman shown in black and white is doing a little dance move, smiling and pointing.	https://38.media.tumblr.com/416120005014fa2a3e6019bc3c8e4a18/tumblr_nqi2n4YHqA1uvd3szo1_250.gif
gifs/candidate-0272.gif	two cats wrestle in a small toy ring,	https://38.media.tumblr.com/ed00cf08564dce247a48be1efeee0da0/tumblr_np0ep3hfsd1u9kj5io1_250.gif
gifs/candidate-0047.gif	a child on a table are doing a dance.	https://38.media.tumblr.com/8758a77f0fb31e06beb6de9e55629e00/tumblr_no5ywtPy2R1sjfdr4o1_500.gif
gifs/candidate-0253.gif	a kitten rolls over and stretches on its back.	https://38.media.tumblr.com/cafb202eab43334e84e73d0830eb26f2/tumblr_nqrq4trEqB1uv0y2ro1_250.gif
gifs/candidate-0404.gif	a round clear object settled on some snow.	https://31.media.tumblr.com/d2922646de51402605767b591d9ecd87/tumblr_njscbklonk1rtpgsxo1_r2_500.gif
gifs/candidate-0295.gif	a man is running followed by a woman in a striped dress.	https://38.media.tumblr.com/c6e7534ede88dd6b4e3dd92861a95f57/tumblr_nps5yqF7iq1tb0ub4o1_400.gif
gifs/candidate-0111.gif	a dogs head with a hood and human hands is eating from a bowl.	https://38.media.tumblr.com/84dbf11c679b6a9878f8165be80e7a64/tumblr_n2nsun6VtM1qjgyvoo1_400.gif
gifs/candidate-0185.gif	someone pokes a kitten and it falls over.	https://38.media.tumblr.com/2e1ac74044eda8fa2a49925b9677c06b/tumblr_noxsb5sUTy1uwdt3po1_400.gif
gifs/candidate-0218.gif	three girls are dancing with their hair flowing in a breeze.	https://38.media.tumblr.com/45f69a97a1a9e248b46c761d7c9d55d6/tumblr_nptbdl1fVs1tw4vtzo1_400.gif
gifs/candidate-0107.gif	two girls are facing a cold, snowy wind.	https://38.media.tumblr.com/84da6f2f6e631085233935fc40ab99cb/tumblr_nbgyhyUo7s1skspzwo1_400.gif
gifs/candidate-0343.gif	a boy is doing a skateboard trick on a railing.	https://38.media.tumblr.com/f94864a08ef969d7f2dd818e0de523bc/tumblr_nn937rkjsr1u7jwnpo1_500.gif
gifs/candidate-0082.gif	a woman is eating something, and then she laughs	https://38.media.tumblr.com/aa74845b503408d96b8a181cd33bdee6/tumblr_nqdc9oBAka1spwr67o1_400.gif
gifs/candidate-0486.gif	a blonde woman is singing and dancing.	https://31.media.tumblr.com/3bb4f77fb8e8b997e51bea3c00c35232/tumblr_no6z78Ch7k1qb5wflo1_250.gif
gifs/candidate-0320.gif	a girl is wearing white shorts and a pink shirt jumping into the arms of a boy wearing white pants and a blue shirt	https://38.media.tumblr.com/c50739b4366e2658cee669fa708ad51e/tumblr_nqhapvojJc1tiaakoo1_250.gif
gifs/candidate-0335.gif	a cat is closing his eyes and yawning.	https://38.media.tumblr.com/dc023676aa3dc48f277dca3e43767f27/tumblr_nq2a2osyGr1u4nbmvo1_400.gif
gifs/candidate-0351.gif	a picture of a man are walking by his cat and giving it a high five.	https://38.media.tumblr.com/fc40a33e4705b9fa28947eb92538a898/tumblr_nqkwukjOn31uvd3szo1_250.gif
gifs/candidate-0100.gif	a cat is giving a high five to a man passing by.	https://38.media.tumblr.com/89639ee0d2f8e280767acfa0b56d6b75/tumblr_nqlckyM52Z1uv0y2ro1_250.gif
gifs/candidate-0059.gif	a guy eating something and feeds a girl	https://38.media.tumblr.com/720ee095501def380cb05fea49ee7d6e/tumblr_np4biddWWS1s4hq7bo1_250.gif
gifs/candidate-0179.gif	a black cat yowls, followed by a white cat.	https://38.media.tumblr.com/4cb6cee3b0e304d2c1c91a9f232ac088/tumblr_nprgu3CcoN1uvze91o1_400.gif
gifs/candidate-0228.gif	a girl and boy are arguing and then running away from a dangerous situation.	https://38.media.tumblr.com/c08fd99cafbdeb913abcdf872d6ccd37/tumblr_nolrblqp1l1t4s5iao1_500.gif
gifs/candidate-0180.gif	men are running and falling down a hill while spectators look on.	https://38.media.tumblr.com/2f7481b378c95c25ae8231fc8ff0ef7a/tumblr_nor91zi5pG1qzx4seo1_400.gif
gifs/candidate-0403.gif	a mouse is dancing around in a skirt.	https://31.media.tumblr.com/d3e7f4f982a478f06eef41c738d1787c/tumblr_nod155Nlpr1te94myo1_400.gif
gifs/candidate-0120.gif	a football player are running down the field.	https://38.media.tumblr.com/adb645dd25d94ac5c6551f045f146d44/tumblr_npnf3itTA01r4jpzwo1_400.gif
gifs/candidate-0258.gif	a crowd of people rush from both sides of a football pitch to the center.	https://38.media.tumblr.com/bdf52723347b30fd4d8cc13ad9bc8449/tumblr_npj6o8QbFS1u6h6r3o1_400.gif
gifs/candidate-0304.gif	a cat with its paw hits the head of a man	https://38.media.tumblr.com/eb470aef0ba819fe1c6845394d56679e/tumblr_npmynjWHTe1tyncywo1_400.gif
gifs/candidate-0048.gif	two friends are having a snowball fight in the snow.	https://38.media.tumblr.com/870477c4191bcabed86b79a66ea95c24/tumblr_nfgwlgqcGU1soovfeo1_400.gif
gifs/candidate-0041.gif	a singer is sitting at a piano and is dancing with her upper body, moving her arms and smiling.	https://38.media.tumblr.com/620e2d44b05dccd8ccd237638d8b21d8/tumblr_nqcegf83dh1tmkraro1_400.gif
gifs/candidate-0051.gif	a soccer game is going on between a team wearing red and a team wearing white.	https://38.media.tumblr.com/98651bfd4212235912fe0430900dfcfe/tumblr_npy6usqHTF1tp5565o1_400.gif
gifs/candidate-0482.gif	a cat rubs up against a small animal with a person holding it.	https://31.media.tumblr.com/da49a4333155e2b575fa210114131da3/tumblr_npokkjEza51t95h1uo1_250.gif
gifs/candidate-0361.gif	a panda is hugging its ball on a mat.	https://38.media.tumblr.com/c2324622a7a657b54534e354736ae879/tumblr_no8w6r0kgc1txfv4oo1_400.gif
gifs/candidate-0177.gif	a blond man is laughing in front of a television screen.	https://38.media.tumblr.com/4c32107a17b7f62117e0436cbcce9503/tumblr_npp0zeulZs1s4f3jzo1_400.gif
gifs/candidate-0415.gif	a cat are sitting on a wall wags its tail.	https://31.media.tumblr.com/ded736d4fefcb61cdc8f66c389e27029/tumblr_np7ctpyie61r7t178o1_500.gif
gifs/candidate-0416.gif	cat is sitting on a wall wagging his tail	https://31.media.tumblr.com/ded736d4fefcb61cdc8f66c389e27029/tumblr_np7ctpyie61r7t178o1_500.gif
gifs/candidate-0093.gif	a girl and a man are doing the bat dance.	https://38.media.tumblr.com/67cba86efe8ec823c93f43557bfefc82/tumblr_mle651CUqL1rtg76ko1_250.gif
gifs/candidate-0056.gif	a white and black cat are biting a sticky fluff	https://38.media.tumblr.com/6ae501753c86f5c29bf00b29c8007565/tumblr_npqshdB9Ik1uv0y2ro1_250.gif
gifs/candidate-0108.gif	a woman is wearing a giant pants jumping around	https://38.media.tumblr.com/84f2f1f7d2462f48c36d25edffbbcfa2/tumblr_mh4xsf2QsM1r40mo0o1_400.gif
gifs/candidate-0410.gif	a woman performs lewd dance moves with a strange man on the road.	https://31.media.tumblr.com/624fbaafdf6f3f6a6930e461c44cf829/tumblr_nosj3gJY1D1tr734qo1_400.gif
gifs/candidate-0250.gif	a cat tries to jump off the roof of a car, but slips and falls instead	https://38.media.tumblr.com/c983154bf0058f8ce07161d0948679ec/tumblr_nq7wfaeON51tm0lv8o1_250.gif
gifs/candidate-0271.gif	a kitten lying on it's back in the grass.	https://38.media.tumblr.com/ecd676de874f6cf9082d6c3c38235f4b/tumblr_nq9bfffJuN1uv0y2ro1_250.gif
gifs/candidate-0252.gif	a dog is wearing a red coat on a skateboard.	https://38.media.tumblr.com/c9d4ce90b819c372dd953e42422fa150/tumblr_nqo3zpNWV51tyncywo1_250.gif
gifs/candidate-0147.gif	a woman in a red top laughing and is pushing a man away.	https://38.media.tumblr.com/83db76f95fff30ebf0ad19af29a79581/tumblr_nm66vlg9aq1rxp34uo1_500.gif
gifs/candidate-0209.gif	a cat trying to wake up her buddy.	https://38.media.tumblr.com/59323f7bfd45e2906ab03ea27a7d32b6/tumblr_mqr7rhdu191stpzqxo1_250.gif
gifs/candidate-0210.gif	a cat is grabbing something and then shaking its head multiple times.	https://38.media.tumblr.com/59323f7bfd45e2906ab03ea27a7d32b6/tumblr_mqr7rhdu191stpzqxo1_250.gif
gifs/candidate-0076.gif	two teenagers are talking and laughing about something related to a card one of them is holding in his hand.	https://38.media.tumblr.com/aec7c37c218f55e500f62f37b0a352f0/tumblr_nnzllt1GNO1uuauelo1_500.gif
gifs/candidate-0095.gif	two teams of men are playing football on a football field.	https://38.media.tumblr.com/66cfd6ad8095673efd7bc38c3300b247/tumblr_mm53lmA1161rtequ6o1_500.gif
gifs/candidate-0239.gif	a girl is shaking a metal gate and then jumping down.	https://38.media.tumblr.com/c8294fa906dc4b487acce8e275394dc1/tumblr_nqjcodZ7lh1th5ymeo1_400.gif
gifs/candidate-0498.gif	a special little boy comforted by a dog	https://31.media.tumblr.com/acb63f58c8e4b0dce98f105ea19ce1e0/tumblr_nq4kro6AOb1te94myo1_400.gif
gifs/candidate-0207.gif	a man dressed as a bear dances with a man in a suit.	https://38.media.tumblr.com/2c249052032af572d20a7ba5ba04499a/tumblr_no1spzEDGK1tfrbpqo1_400.gif
gifs/candidate-0433.gif	a gray cat is sitting at a table talks	https://31.media.tumblr.com/4d48a876cca8e9b4c0c6ff9577b7663a/tumblr_np67rpheFT1se2m5wo1_250.gif
gifs/candidate-0229.gif	an action figure is attached to the back of a running car	https://38.media.tumblr.com/c00bc6d71e143339a0f2bd2295b5e601/tumblr_nq1wdy7KY31s7fwo7o1_400.gif
gifs/candidate-0442.gif	a white and brown cat uses its paws to push a black and white cat away from the red bedding.	https://31.media.tumblr.com/879a1f451650f1dac9665ef30eb7106f/tumblr_noawczD7xj1tpg4boo1_500.gif
gifs/candidate-0173.gif	a man is dragging his hand across a floor which makes a kitten follow it	https://38.media.tumblr.com/49df5d144ad68c51e459a939a4e5b818/tumblr_npn4zxUttw1ux3753o1_400.gif
gifs/candidate-0465.gif	a girl is riding a horse who is trotting.	https://31.media.tumblr.com/a2831e321fec8cae075463cd78362893/tumblr_nqf4g7pugP1u3yeupo1_400.gif
gifs/candidate-0487.gif	a car is skidding on a snowy highway.	https://31.media.tumblr.com/5eb951aca63124ee21e4b88840f85b07/tumblr_nn3r9dJ3Br1rnfni9o1_500.gif
gifs/candidate-0208.gif	a pirates' baseball player is catching a baseball in his mitt while sliding on the ground.	https://38.media.tumblr.com/2bb0fd09c581d1fd2481fd289cced923/tumblr_nnqx1ts1n21rrjutgo1_400.gif
gifs/candidate-0102.gif	a number of boys are playing football on a football pitch.	https://38.media.tumblr.com/90f1cc54786a69a28960e29762675709/tumblr_no6ru5t85H1u7q0qeo1_400.gif
gifs/candidate-0213.gif	a kitten is playing with a dog 's snout.	https://38.media.tumblr.com/5e5ad2b4e420cf9c037b08c76d811d09/tumblr_nqnx6lco1v1uv0y2ro1_250.gif
gifs/candidate-0474.gif	men are standing on a busy dance floor.	https://31.media.tumblr.com/f0fd0cc34b57663bd435c947f085853c/tumblr_nos6m3lhgD1u6gx3lo1_250.gif
gifs/candidate-0444.gif	a devil fish swimming out of a pool to get more food	https://31.media.tumblr.com/891c5937979cfde135a51f31fb05053b/tumblr_nof71fbFez1tvemm1o1_400.gif
gifs/candidate-0062.gif	a woman dressed in white dances towards a man.	https://38.media.tumblr.com/6972c5d6427fe00bb9f0d2564a347004/tumblr_npw0i8hjOl1shgs1po1_250.gif
gifs/candidate-0083.gif	a man is doing a crazy dance in a kitchen with pumpkins in the background.	https://38.media.tumblr.com/aabee24fa40e78087694de4d22499967/tumblr_np1pxoxUaR1tjtu3mo1_250.gif
gifs/candidate-0455.gif	a couple is dancing and a man is watching them	https://31.media.tumblr.com/34fff55115ac71fda716b761b63f05da/tumblr_nnfrf3dHWS1t0b3ybo1_400.gif
gifs/candidate-0437.gif	a ginger cat is walking around inside a tank made from cardboard boxes.	https://31.media.tumblr.com/4c0927c2be521852f11758eba7228b94/tumblr_nosfn3vPkm1t95h1uo1_400.gif
gifs/candidate-0369.gif	a cat is bothering a while dog asleep	https://31.media.tumblr.com/28ad911c0b9a91b18f7111e87577803f/tumblr_nqdbe2fSxi1tk2ngvo1_400.gif
gifs/candidate-0366.gif	a tiny cat is sitting in a cup of water.	https://38.media.tumblr.com/d7445456954c3ac110d1d9837a9a0e6c/tumblr_nqmdujAmXK1uv0y2ro1_250.gif
gifs/candidate-0260.gif	a werewolf is jumping between tree branches in the forest	https://38.media.tumblr.com/be596acc2860e691e578c2a64d044d94/tumblr_nq0mhrqyAf1u4fhlko1_250.gif
gifs/candidate-0065.gif	a girl in sunglasses are dancing in a room.	https://38.media.tumblr.com/a8585ee5ca58cd3e52f15d8a84d65cc5/tumblr_no99btZlBe1s61ttho1_250.gif
gifs/candidate-0226.gif	there's three dancing men followed by a couple and the woman rejects him.	https://38.media.tumblr.com/3feed06b6ca45aad30b671f29db9247c/tumblr_npoyo2v9tY1uy28kto1_400.gif
gifs/candidate-0425.gif	a cat is sliding from a pillow and recovering.	https://31.media.tumblr.com/2144c525d9436b83e435d4a5286ab07d/tumblr_nog9i7LdJ91t95h1uo1_400.gif
gifs/candidate-0105.gif	a man are jumping from a pole to another pole.	https://38.media.tumblr.com/91be9a8d051990b7c580bd37640759ce/tumblr_nmen5qIw9f1tpl5v7o1_400.gif
gifs/candidate-0499.gif	a man dances and spins around on stage.	https://31.media.tumblr.com/8ff887b53473cb01a54205263d8bd153/tumblr_mmv0kampwW1sovfbao1_250.gif
gifs/candidate-0454.gif	six dogs are walking around in circles.	https://31.media.tumblr.com/370d61548848fbb90b3c8633361b3753/tumblr_nohjfet1Q21u9fb2po1_250.gif
